id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1481778083879264256,1481763542436962306,2022-01-14 05:29:59 India Standard Time,2022-01-14,05:29:59,+0530,1258792027812057088,j_probstfield,Jacob Probstfield,,@TeslaDylan @ElonardoM My financial future always comes before relationships. Put yourself first. But if that means having a relationship for your happiness then do what you want! Stop wasting time and energy trying to please others is my logic. Once I’m happy then I can share the joy.,en,[],[],[],0,0,3,[],[],https://twitter.com/J_Probstfield/status/1481778083879264256,False,,0,,,,,,,,"[{'screen_name': 'TeslaDylan', 'name': 'Dylan', 'id': '981787046'}, {'screen_name': 'ElonardoM', 'name': 'Master Nard T Mobile Master Race', 'id': '1370503472186073090'}]",,,,
1481778072017944577,1481778072017944577,2022-01-14 05:29:57 India Standard Time,2022-01-14,05:29:57,+0530,879998228497936385,reenthused,RE:Enthused {YouTube and Twitch},,Making the Joy … Stick: The EXL 100 Joystick Adaptor  https://t.co/rodWg2xeKs,en,[],['https://re-enthused.com/retro/making-the-joy-stick-the-exl-100-joystick-adaptor/'],[],0,0,1,[],[],https://twitter.com/reenthused/status/1481778072017944577,False,,0,,,,,,,,[],,,,
1481778065814573061,1481778065814573061,2022-01-14 05:29:55 India Standard Time,2022-01-14,05:29:55,+0530,905579039573856256,rasannkhalid,Rasan,,remembering that time we laughed until we started crying out of tears of joy just because of a drink name that looked funny,en,[],[],[],1,0,3,[],[],https://twitter.com/rasannkhalid/status/1481778065814573061,False,,0,,,,,,,,[],,,,
1481778045581152260,1481778045581152260,2022-01-14 05:29:50 India Standard Time,2022-01-14,05:29:50,+0530,1519990998,lovingjesusstyl,John Haselton,,Loving Jesus Style: Joy in the Harvest (Revive Us Lord)  https://t.co/8k52vdfUPU 😁,en,[],['https://lovingjesusstyle.blogspot.com/2021/12/joy-in-harvest-revive-us-lord.html?spref=tw'],[],0,0,0,[],[],https://twitter.com/LovingJesusStyl/status/1481778045581152260,False,,0,,,,,,,,[],,,,
1481778033774280708,1481676426524995584,2022-01-14 05:29:48 India Standard Time,2022-01-14,05:29:48,+0530,1403420535460085765,basementcuts,Basementcuts🦝,,@POPSUGAR Might I recommend some Joy dish soap to get her name out of your damn mouth,en,[],[],[],0,0,2,[],[],https://twitter.com/basementcuts/status/1481778033774280708,False,,0,,,,,,,,"[{'screen_name': 'POPSUGAR', 'name': 'POPSUGAR', 'id': '14833304'}]",,,,
1481778029403815939,1481778029403815939,2022-01-14 05:29:46 India Standard Time,2022-01-14,05:29:46,+0530,28760468,mdurbin64,Mary Durbin,,@MorganWallen you are absolutely #1 in my book!! Your music brings me complete joy.  Thank you!!!,en,[],[],[],0,0,1,[],[],https://twitter.com/mdurbin64/status/1481778029403815939,False,,0,,,,,,,,[],,,,
1481778026450927620,1481756682254442499,2022-01-14 05:29:46 India Standard Time,2022-01-14,05:29:46,+0530,1137315875424542720,magac503,☃️🎄Maggi🎄☃️,,@_Joy_V  https://t.co/YC97MauDgM,qme,[],[],['https://pbs.twimg.com/tweet_video_thumb/FJBVQhWX0AInPft.jpg'],0,0,1,[],[],https://twitter.com/Magac503/status/1481778026450927620,False,,1,https://pbs.twimg.com/tweet_video_thumb/FJBVQhWX0AInPft.jpg,,,,,,,[],,,,
1481778019878457344,1481704085086773258,2022-01-14 05:29:44 India Standard Time,2022-01-14,05:29:44,+0530,608207306,reprtrpathealey,The Laker News - Pat Healey 🇨🇦,,This nap turned into a three hour snooze. Oh joy.,en,[],[],[],0,0,6,[],[],https://twitter.com/ReprtrPatHealey/status/1481778019878457344,False,,0,,,,,,,,[],,,,
1481778015059296268,1481763176828088334,2022-01-14 05:29:43 India Standard Time,2022-01-14,05:29:43,+0530,4114858695,adass_pedsid,Aimee Dassner,,@DCPedsID @ChildrensNatl @ElleDSadler Thank you! Such a joy to work with all of you!  https://t.co/eAoPrAB1PV,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FJBVP3KXoAMGB0Y.jpg'],0,0,4,[],[],https://twitter.com/adass_pedsID/status/1481778015059296268,False,,1,https://pbs.twimg.com/tweet_video_thumb/FJBVP3KXoAMGB0Y.jpg,,,,,,,"[{'screen_name': 'DCPedsID', 'name': 'DC Pediatric ID Fellows', 'id': '1286731320144678912'}, {'screen_name': 'ChildrensNatl', 'name': ""Children's National Hospital 🏥"", 'id': '17547367'}, {'screen_name': 'ElleDSadler', 'name': 'Eleanor Danan Sadler', 'id': '1183401538238189568'}]",,,,
1481778013620551685,1481759038601842694,2022-01-14 05:29:43 India Standard Time,2022-01-14,05:29:43,+0530,1209817795166384128,topgyalkeiko,"Top Gyal Keiko, J.D. 🇯🇲",,@Neemalations I'm here for this.  I've already dealt with years of try hard mini Tates all over Twitter.  It's insufferable and they need to go. Never seen a set of men who hate themselves so much they can only get joy from larping as another man.  It's frankly sad. It's pathetic.,en,[],[],[],0,0,3,[],[],https://twitter.com/TopGyalKeiko/status/1481778013620551685,False,,0,,,,,,,,"[{'screen_name': 'Neemalations', 'name': 'Neema', 'id': '765278683183648768'}]",,,,
1481778005051650058,1481778005051650058,2022-01-14 05:29:41 India Standard Time,2022-01-14,05:29:41,+0530,265055354,hyquil_,LAWIO CEO ☯️,,Same but Kobe Bryant and Bernie Mac brought me so much joy over the years it definitely dimmed the day when they passed.,en,[],[],[],1,0,0,[],[],https://twitter.com/Hyquil_/status/1481778005051650058,False,https://twitter.com/RecluseBeing/status/1481482177070211078,0,,,,,,,,[],,,,
1481778000387530755,1481778000387530755,2022-01-14 05:29:40 India Standard Time,2022-01-14,05:29:40,+0530,1011724380810903553,jameske13625510,JamesKevin,,Being a school psychologist is dealing with an 11-year-old who steals your car and takes it for a joy ride and you brainstorm ways for restorative justice while everyone yells for you to press charges.,en,[],[],[],3,0,3,[],[],https://twitter.com/JamesKe13625510/status/1481778000387530755,False,,0,,,,,,,,[],,,,
1481778000152895488,1481778000152895488,2022-01-14 05:29:39 India Standard Time,2022-01-14,05:29:39,+0530,4859507957,micatastrophee,mica 🍀💙 강승윤,,GAGI MAM DADALAWA LANG KAMI NI JOY SA GMEET PASABI NAMAN PO PAG TULOY O HINDI 🥲,tl,[],[],[],0,0,0,[],[],https://twitter.com/micatastrophee/status/1481778000152895488,False,,0,,,,,,,,[],,,,
1481777996985819137,1481777995001987072,2022-01-14 05:29:39 India Standard Time,2022-01-14,05:29:39,+0530,1359449620317753347,orchidsweetener,🤍 miles 🔞 cømms queue: 2/5! 📌,,"metronome-precise flexing his hole for the joy of anyone who's looking at it, perfectly framed by black and white straps. i don't talk often about yg's broadness but for this i absolutely do want cum emphasizing the ripples of his back muscles. the fat lil package underneath him",en,[],[],[],1,0,15,[],[],https://twitter.com/orchidsweetener/status/1481777996985819137,False,,0,,,,,,,,[],,,,
1481777989977358336,1481771079941165059,2022-01-14 05:29:37 India Standard Time,2022-01-14,05:29:37,+0530,1464452518159826947,iino_cats,faith in kyni's future 🕸 | pjo³,,@j_bangjm obrigado joy :),pt,[],[],[],1,0,0,[],[],https://twitter.com/Iino_cats/status/1481777989977358336,False,,0,,,,,,,,[],,,,
1481777975876018191,1481777975876018191,2022-01-14 05:29:34 India Standard Time,2022-01-14,05:29:34,+0530,2473174615,lyndsayrehn,An Grianan Girl,,I remember a time when I walked many a night home from O’Connell St or Joy’s nightclub and felt safe. Now I won’t drive in Dublin City let alone walk it at night after lectures. Temple Bar even in daytime I don’t like. I don’t live in Dublin now.,en,[],[],[],0,1,1,[],[],https://twitter.com/lyndsayrehn/status/1481777975876018191,False,,0,,,,,,,,[],,,,
1481777965096710150,1481133693410283522,2022-01-14 05:29:31 India Standard Time,2022-01-14,05:29:31,+0530,83203650,baldwinschild,☥ K Smith,,@joy_brownin @MMark98335 @amyriscool @schachin @206_kate @RBallots That is not why it’s mild for it… It’s mild for you because of how your immune system and body and genetics have responded to it.,en,[],[],[],0,0,2,[],[],https://twitter.com/BaldwinsChild/status/1481777965096710150,False,,0,,,,,,,,"[{'screen_name': 'joy_brownin', 'name': '***joy***', 'id': '1432918216079147010'}, {'screen_name': 'MMark98335', 'name': 'MrMark', 'id': '1109849078337159169'}, {'screen_name': 'amyriscool', 'name': 'Mask Wearing Amy 🌻', 'id': '863072107521093632'}, {'screen_name': 'schachin', 'name': 'Kristine Schachinger', 'id': '14125938'}, {'screen_name': 'RBallots', 'name': 'Resisting Mom Face ☮️', 'id': '1311762062482210819'}]",,,,
1481777961028263936,1481777961028263936,2022-01-14 05:29:30 India Standard Time,2022-01-14,05:29:30,+0530,1418688106912485376,haetulip,maria&hyuck,,a joy está tao linda no dorama dkendekd,es,[],[],[],0,0,0,[],[],https://twitter.com/haetulip/status/1481777961028263936,False,,0,,,,,,,,[],,,,
1481777942128644096,1481777942128644096,2022-01-14 05:29:26 India Standard Time,2022-01-14,05:29:26,+0530,1224287909672562689,newsnow_africa,NewsNow Africa,,Man wins car in Glo Joy Unlimited Extravaganza promo  https://t.co/AXrpQ7a2I1,en,[],['https://newsnowafrica.com/2022/01/13/man-wins-car-in-glo-joy-unlimited-extravaganza-promo/'],[],0,0,0,[],[],https://twitter.com/newsnow_africa/status/1481777942128644096,False,,0,,,,,,,,[],,,,
1481777927909883910,1481777927909883910,2022-01-14 05:29:22 India Standard Time,2022-01-14,05:29:22,+0530,878061055229837313,rainbowlibcat,Rainbow Cat,,Don't bite be joy,en,[],[],[],0,0,0,[],[],https://twitter.com/RainbowLibCat/status/1481777927909883910,False,,0,,,,,,,,[],,,,
1482140432641495042,1482140432641495042,2022-01-15 05:29:50 India Standard Time,2022-01-15,05:29:50,+0530,1455373856118476801,tomhb0t,Evancito fan account 🫶,,JOY PERDÓNAME,es,[],[],[],0,0,0,[],[],https://twitter.com/TOMHB0T/status/1482140432641495042,False,,0,,,,,,,,[],,,,
1482140422868803586,1482140422868803586,2022-01-15 05:29:48 India Standard Time,2022-01-15,05:29:48,+0530,933800857338081282,melxnki,Ya ❦,,THE PURE JOY I FEEL SO JAJAKSKKS like scared cause someone just tries to take me haha🥲 but like SO HAPPY CAUAE WTF I GET TO SEE THE PEOPLE THAT MAKE ME HAPPY AND LIKE DISTRACT ME FEOM NEG THOUGHTS AND UGHHHHHH,en,[],[],[],0,0,0,[],[],https://twitter.com/melxnki/status/1482140422868803586,False,,0,,,,,,,,[],,,,
1482140418468978688,1482045827287711749,2022-01-15 05:29:47 India Standard Time,2022-01-15,05:29:47,+0530,832193192,wordnerd218,Kathryn Weller,,"@Keizaron Truly, I don't know anything about most of the games you run, but if you are running or commenting, I am there. You're a joy to watch.",en,[],[],[],0,0,0,[],[],https://twitter.com/Wordnerd218/status/1482140418468978688,False,,0,,,,,,,,"[{'screen_name': 'Keizaron', 'name': 'Keizaron', 'id': '1682163283'}]",,,,
1482140414601842689,1482140414601842689,2022-01-15 05:29:46 India Standard Time,2022-01-15,05:29:46,+0530,121389498,mcpaulx4,McPAUL eMMANUEL,,Some people are just liking and retweeting any tweet since the lift of ban... the joy of coming back to our lovely bird app without VPN.,en,[],[],[],0,0,0,[],[],https://twitter.com/mcpaulx4/status/1482140414601842689,False,,0,,,,,,,,[],,,,
1482140414413271040,1481933812674150402,2022-01-15 05:29:46 India Standard Time,2022-01-15,05:29:46,+0530,1298550040101699585,pikotatata88,やぁーや,,@love_k_joy @Salty_Games0803 でもエイムがよくなったなら結果オーライなのよ👍💕,ja,[],[],[],0,0,0,[],[],https://twitter.com/pikotatata88/status/1482140414413271040,False,,0,,,,,,,,"[{'screen_name': 'love_k_joy', 'name': 'ユン(YOONemi)😽🌙', 'id': '1139775275229573120'}, {'screen_name': 'Salty_Games0803', 'name': 'ソルティねこち😺☘️', 'id': '1403907700006658052'}]",,,,
1482140394129395712,1482140394129395712,2022-01-15 05:29:41 India Standard Time,2022-01-15,05:29:41,+0530,1317022591530446848,aeziwho,Amadi Maxwell Eziwho,,#joy-everlasting  https://t.co/d83PjohmWl,en,[],[],['https://pbs.twimg.com/media/FJGe1KGWYAUo08J.jpg'],0,0,0,['joy'],[],https://twitter.com/AEziwho/status/1482140394129395712,False,,1,https://pbs.twimg.com/media/FJGe1KGWYAUo08J.jpg,,,,,,,[],,,,
1482140342715490306,1482140342715490306,2022-01-15 05:29:29 India Standard Time,2022-01-15,05:29:29,+0530,1076499489802805250,defaulting12,Defaulting 🐡,,New shop gang??? Joy??,en,[],[],[],0,0,28,[],[],https://twitter.com/Defaulting12/status/1482140342715490306,False,,0,,,,,,,,[],,,,
1482140338068279300,1482140338068279300,2022-01-15 05:29:28 India Standard Time,2022-01-15,05:29:28,+0530,1476257225190612993,soobhrt,trin ♡,,"are there any idols that you associate with a certain emotion? for me, i associate sumin with joy since she's always smiling :)  https://t.co/KZEOFAbie3",en,[],[],['https://pbs.twimg.com/media/FJGeyIWX0AMtGYd.jpg'],1,0,1,[],[],https://twitter.com/soobhrt/status/1482140338068279300,False,,1,https://pbs.twimg.com/media/FJGeyIWX0AMtGYd.jpg,,,,,,,[],,,,
1482140331525115907,1482004715479400450,2022-01-15 05:29:26 India Standard Time,2022-01-15,05:29:26,+0530,706526958,bubblegzum,Luda,,@jyzueon Happy birthday to you and may your life be happy and full of joy. Take pleasure in your day!🥳  https://t.co/qZYRLJXHIL,en,[],[],"['https://pbs.twimg.com/media/FJGeuhEaUAAQ118.jpg', 'https://pbs.twimg.com/media/FJGewc3aAAISHC5.jpg']",1,0,0,[],[],https://twitter.com/bubblegzum/status/1482140331525115907,False,,1,https://pbs.twimg.com/media/FJGeuhEaUAAQ118.jpg,,,,,,,"[{'screen_name': 'jyzueon', 'name': 'Ezra', 'id': '1371017328477966338'}]",,,,
1482140326949097472,1482139375748075528,2022-01-15 05:29:25 India Standard Time,2022-01-15,05:29:25,+0530,295448081,tanrit57,Tannis Niziol,,"@anncarb @mslongpre @mslajeunesse @teacher_ames @ChandraBing @kmcbean @LauraSchmaltz @JelenaJelenar @angelacontrada Yes, my lovely friend! That is the joy of Zooming across borders!",en,[],[],[],1,0,1,[],[],https://twitter.com/tanrit57/status/1482140326949097472,False,,0,,,,,,,,"[{'screen_name': 'anncarb', 'name': 'ann carboneau', 'id': '1365700555'}, {'screen_name': 'mslongpre', 'name': 'Anne-Marie Longpre', 'id': '193475437'}, {'screen_name': 'mslajeunesse', 'name': 'Aimee Lajeunesse', 'id': '942566515'}, {'screen_name': 'teacher_ames', 'name': 'Amy Scholl', 'id': '855407721339813888'}, {'screen_name': 'ChandraBing', 'name': 'Chandra H.', 'id': '250779212'}, {'screen_name': 'kmcbean', 'name': 'Kevin McBean', 'id': '22956562'}, {'screen_name': 'LauraSchmaltz', 'name': 'Laura Schmaltz', 'id': '380489586'}, {'screen_name': 'JelenaJelenar', 'name': 'Jelena', 'id': '1230133766'}, {'screen_name': 'angelacontrada', 'name': 'Angela Contrada', 'id': '88307467'}]",,,,
1482140315305877508,1482140315305877508,2022-01-15 05:29:22 India Standard Time,2022-01-15,05:29:22,+0530,465000069,javyb_md,Javier Baez,,"I love my job. I love caring for my patients. Yet, the last month has been as tough as any in my early career.   As a wonderful mentor said, it’s important to pursue joy. Joy doesn’t pursue you. Recharging my 🔋 this weekend with a good📕, my baby, &amp; some 😴 !  https://t.co/q3niYy8K7j",en,[],[],['https://pbs.twimg.com/media/FJGewi7XsAEaC2u.jpg'],0,0,15,[],[],https://twitter.com/JavyB_MD/status/1482140315305877508,False,https://twitter.com/goodreads/status/1482019677387825160,1,https://pbs.twimg.com/media/FJGewi7XsAEaC2u.jpg,,,,,,,[],,,,
1482140277850652674,1482137974208974849,2022-01-15 05:29:13 India Standard Time,2022-01-15,05:29:13,+0530,1324104957608534022,jlmlndlor,moved.,,@hopeworld_uuh joy 😭😭😭😭😭 ta tudo bem com vc anjo?,pt,[],[],[],0,0,0,[],[],https://twitter.com/JlMlNDlOR/status/1482140277850652674,False,,0,,,,,,,,"[{'screen_name': 'hopeworld_uuh', 'name': 'Joy⁷', 'id': '1461066565995139077'}]",,,,
1482140273106952200,1482112612842328067,2022-01-15 05:29:12 India Standard Time,2022-01-15,05:29:12,+0530,3307206011,johnthe1st10,johnboy,,@RyanWokeFather Meredith Woerner of the LA Times described how she and many women cried with joy when they saw the Wonder Woman film at the sight of women killing men.  https://t.co/cK2lDMXK2Y,en,[],[],['https://pbs.twimg.com/media/FJGer4SXIAIOP2N.png'],0,0,1,[],[],https://twitter.com/johnthe1st10/status/1482140273106952200,False,,1,https://pbs.twimg.com/media/FJGer4SXIAIOP2N.png,,,,,,,"[{'screen_name': 'RyanWokeFather', 'name': 'WokeFather', 'id': '1190769023270735872'}]",,,,
1482140259227893764,1482140259227893764,2022-01-15 05:29:09 India Standard Time,2022-01-15,05:29:09,+0530,7779452,adriesque,Adriesque,,"Dave Grohl is pretty much the Bettie White of rock and roll, yeah. Happy Birthday Dave. Thanks for all the joy you bring into the world.",en,[],[],[],0,0,1,[],[],https://twitter.com/Adriesque/status/1482140259227893764,False,,0,,,,,,,,[],,,,
1482140246783705089,1481998509285195776,2022-01-15 05:29:06 India Standard Time,2022-01-15,05:29:06,+0530,1479704770268987392,joyshaul,joy,,@jeontaehbuys joy or aya!,tl,[],[],[],0,0,0,[],[],https://twitter.com/joyshaul/status/1482140246783705089,False,,0,,,,,,,,"[{'screen_name': 'jeontaehbuys', 'name': '🌷', 'id': '1479007708351447046'}]",,,,
